time_s,frame,object_name,object_index,active,kind,x_m,y_m,z_m,qx,qy,qz,qw,vx_m_s,vy_m_s,vz_m_s,wx_rad_s,wy_rad_s,wz_rad_s,mesh_z_min_m,mesh_z_max_m,mesh_z_span_m,mesh_xy_radius_m
0.0,0,object_a,0,1,rigid_box,-0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,0.57,0.0,0.0,0.0,0.0,0.0,,,,
0.0,0,object_b,1,1,rigid_box,0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,,,,
0.016666666666666666,1,object_a,0,1,rigid_box,-0.37050585478974046,-1.5594502478295007e-13,0.39999026434797835,8.298296530465313e-09,-2.67634802037263e-08,-1.2151571647152794e-10,0.9999999999999996,0.5693384625042434,-1.0084647441121528e-11,-1.323430011412885e-10,1.6609565763820517e-10,6.262213870503383e-08,-1.4604290141214242e-08,,,,
0.016666666666666666,1,object_b,1,1,rigid_box,0.3725044248151035,-1.9013402435935868e-13,0.39999026441311153,8.012033077117052e-09,-2.6821087301182592e-08,1.1927226260072456e-10,0.9999999999999996,-0.44949991703294795,-1.2271064949315992e-11,1.2955043635076713e-10,2.0597406821021382e-10,-6.153572676409742e-08,1.4286633113322528e-08,,,,
0.03333333333333333,2,object_a,0,1,rigid_box,-0.3610227307146288,-3.241238419010101e-13,0.399990264345779,8.299684569008062e-09,-2.6241655131955805e-08,-2.434418259274256e-10,0.9999999999999997,0.5686778698741486,-1.0096055699210647e-11,-1.316494413483582e-10,1.6697905397935565e-10,6.26162528677786e-08,-1.4654789433651837e-08,,,,
0.03333333333333333,2,object_b,1,1,rigid_box,0.36501718260144433,-3.9427428281624013e-13,0.3999902644152763,8.013746655109317e-09,-2.7333910755015923e-08,2.3810885911115453e-10,0.9999999999999996,-0.44900046905489127,-1.2228380910083204e-11,1.3021469839891164e-10,2.0532375236351384e-10,-6.154154486406933e-08,1.423720921556046e-08,,,,
0.05,3,object_a,0,1,rigid_box,-0.35155060818517103,-4.924905641141002e-13,0.399990264343591,8.301079965847696e-09,-2.5719878942729742e-08,-3.6578797805708104e-10,0.9999999999999997,0.5680182179148403,-1.0107211914517975e-11,-1.3094214774966861e-10,1.6786169831177555e-10,6.26104045193938e-08,-1.470511149199652e-08,,,,
0.05,3,object_b,1,1,rigid_box,0.3575382589268585,-5.977003138069405e-13,0.3999902644174523,8.015454792646363e-09,-2.7846782856272897e-08,3.56532820085809e-10,0.9999999999999996,-0.44850165268105435,-1.218537734836155e-11,1.308980424052919e-10,2.0466865747252092e-10,-6.15473998699583e-08,1.4187611430142354e-08,,,,
0.06666666666666667,4,object_a,0,1,rigid_box,-0.34208947154051855,-6.610409965379533e-13,0.3999902643414142,8.302482714706557e-09,-2.519815132454025e-08,-4.885526969057896e-10,0.9999999999999997,0.5673595047073824,-1.0118116745286728e-11,-1.303012316100638e-10,1.6874358793047054e-10,6.260459345298393e-08,-1.475525657038597e-08,,,,
0.06666666666666667,4,object_b,1,1,rigid_box,0.35006764327461876,-8.004067772872428e-13,0.3999902644196395,8.017157449826692e-09,-2.8359703913389556e-08,4.745426955573811e-10,0.9999999999999996,-0.4480034667813308,-1.2142052606803238e-11,1.3153579440927654e-10,2.040087665165372e-10,-6.155329198369658e-08,1.4137839543102839e-08,,,,
