time_s,frame,object_name,object_index,active,kind,x_m,y_m,z_m,qx,qy,qz,qw,vx_m_s,vy_m_s,vz_m_s,wx_rad_s,wy_rad_s,wz_rad_s,mesh_z_min_m,mesh_z_max_m,mesh_z_span_m,mesh_xy_radius_m
0.0,0,object_a,0,1,rigid_box,-0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,1.3299999999999998,0.0,0.0,0.0,0.0,0.0,,,,
0.0,0,object_b,1,1,rigid_box,0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,-1.0499999999999998,0.0,0.0,0.0,0.0,0.0,,,,
0.016666666666666666,1,object_a,0,1,rigid_box,-0.3578521860815179,-6.682217695933824e-14,0.39999026434800106,8.297203961934103e-09,-2.676297768222547e-08,-1.2150416573752702e-10,0.9999999999999996,1.3278711217005,-4.320414909004744e-12,-1.3165861630082265e-10,7.121640363778502e-11,6.262208295809753e-08,-1.4602911187082491e-08,,,,
0.016666666666666666,1,object_b,1,1,rigid_box,0.36251327216234713,-8.147469868600305e-14,0.39999026441314023,8.010708675119595e-09,-2.6820575660894124e-08,1.1924899090430512e-10,0.9999999999999996,-1.0485010721858588,-5.257540641527722e-12,1.3037860721598626e-10,8.830311688597314e-11,-6.153565532696378e-08,1.4284038541638007e-08,,,,
0.03333333333333333,2,object_a,0,1,rigid_box,-0.33573981141078435,-1.3885534460050892e-13,0.39999026434581253,8.297799247584886e-09,-2.6241152938831998e-08,-2.4341768708383024e-10,0.9999999999999997,1.325747428472339,-4.323364547411701e-12,-1.3099818278738962e-10,7.162726543599455e-11,6.261622787303191e-08,-1.4653162633109937e-08,,,,
0.03333333333333333,2,object_b,1,1,rigid_box,0.34505150292346687,-1.689230995022424e-13,0.39999026441531865,8.011443432083248e-09,-2.7333398692218742e-08,2.380625867965908e-10,0.9999999999999996,-1.0470052386021582,-5.237498631350955e-12,1.310126989534366e-10,8.805305376134957e-11,-6.154151248007795e-08,1.4234303150187927e-08,,,,
0.05,3,object_a,0,1,rigid_box,-0.3136627858780044,-2.1093680375336255e-13,0.39999026434363527,8.298397956895508e-09,-2.5719376822035894e-08,-3.657491835237378e-10,0.9999999999999997,1.3236288993086982,-4.3262160582104504e-12,-1.3029003743947332e-10,7.203808674748874e-11,6.261041020109385e-08,-1.4703236374770418e-08,,,,
0.05,3,object_b,1,1,rigid_box,0.3276146369381726,-2.5603632031466977e-13,0.39999026441750835,8.012176095044123e-09,-2.7846270697028557e-08,3.5646095241422787e-10,0.9999999999999996,-1.0455124875474595,-5.217327009316469e-12,1.3167747621445347e-10,8.780070065919808e-11,-6.154740667959468e-08,1.418439409788467e-08,,,,
0.06666666666666667,4,object_a,0,1,rigid_box,-0.2916210235796105,-2.8306492081559456e-13,0.3999902643414693,8.299000089520001e-09,-2.5197649020938223e-08,-4.884971750123238e-10,0.9999999999999997,1.3215155156813672,-4.328969651241009e-12,-1.29643488652742e-10,7.244886566479281e-11,6.260462974657736e-08,-1.4753132581718416e-08,,,,
0.06666666666666667,4,object_b,1,1,rigid_box,0.31020262291353456,-3.428121937705309e-13,0.3999902644197093,8.012906644882493e-09,-2.8359191984976777e-08,4.744426393624111e-10,0.9999999999999996,-1.0440228097039297,-5.19702496417779e-12,1.3241376398132054e-10,8.754604930467802e-11,-6.15533381345839e-08,1.4134311131869217e-08,,,,
