time,x,y,z,vx,vy,vz,num_table_contacts
3.741666666666666696e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232129798217401e-17,-4.593145323656345032e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.743749999999999911e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232295529194240e-17,-4.593180599380995429e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.745833333333333126e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232338670327288e-17,-4.593189781941556625e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.747916666666666785e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232349900318174e-17,-4.593192172237411993e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.750000000000000000e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232352823576920e-17,-4.593192794451036218e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.752083333333333215e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353584525399e-17,-4.593192956418346893e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.754166666666666430e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353782605907e-17,-4.593192998579766774e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.756250000000000089e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353834168444e-17,-4.593193009554730023e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.758333333333333304e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353847590789e-17,-4.593193012411603966e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.760416666666666519e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353851084580e-17,-4.593193013155270537e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.762499999999999734e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353851993619e-17,-4.593193013348853305e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.764583333333333393e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852230894e-17,-4.593193013399245493e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.766666666666666607e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852292524e-17,-4.593193013412362771e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.768749999999999822e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852308547e-17,-4.593193013415777059e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.770833333333333481e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852312553e-17,-4.593193013416665761e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.772916666666666696e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852313478e-17,-4.593193013416896872e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.774999999999999911e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852314094e-17,-4.593193013416957269e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.777083333333333126e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852314094e-17,-4.593193013416972677e-17,-4.369074546595186348e-14,1.000000000000000000e+00
3.779166666666666785e+00,-8.326420190236685781e-02,-2.622407571340540366e-02,7.699900000000000633e-01,1.993232353852314094e-17,-4.593193013416976991e-17,-4.369074546595186348e-14,1.000000000000000000e+00
