time,soft_z_min,soft_z_max,soft_z_span,soft_xy_radius,soft_center_x,soft_center_y,soft_center_z
2.350000000000000089e+00,7.559956654242763197e-01,9.677204900332577742e-01,2.117248246089814545e-01,1.829223887634114087e-01,-3.188971478932562092e-03,9.306836949125932550e-04,8.358457794493562298e-01
2.366666666666666696e+00,7.559848564585889275e-01,9.672923485063057436e-01,2.113074920477168162e-01,1.829638468276847396e-01,-3.191363293725855716e-03,9.514782588958993611e-04,8.355706589389257921e-01
2.383333333333333304e+00,7.559881767052059054e-01,9.668629028512831791e-01,2.108747261460772737e-01,1.830043806100777881e-01,-3.193456457543399768e-03,9.740122983284822634e-04,8.352945260945652262e-01
2.399999999999999911e+00,7.559907689848490708e-01,9.664179932033264420e-01,2.104272242184773711e-01,1.830442128350688313e-01,-3.194441288468593751e-03,9.965559530709479970e-04,8.350049837683221066e-01
2.416666666666666519e+00,7.559927929091552201e-01,9.659416910870318729e-01,2.099488981778766528e-01,1.830829987184497409e-01,-3.194938552010959543e-03,1.019518426382064928e-03,8.346830234545302707e-01
2.433333333333333126e+00,7.559943730787525018e-01,9.654280232147265384e-01,2.094336501359740366e-01,1.831206300639622309e-01,-3.194663990976408501e-03,1.043171715610996531e-03,8.343420534399046407e-01
2.450000000000000178e+00,7.559709212805604261e-01,9.650044272034750126e-01,2.090335059229145864e-01,1.831575809360116991e-01,-3.194960967077168940e-03,1.065648187364610141e-03,8.340791107274301286e-01
2.466666666666666785e+00,7.559772968305529250e-01,9.646088208932004360e-01,2.086315240626475109e-01,1.831951637860960991e-01,-3.194841990630023672e-03,1.086712935278981093e-03,8.338313385878823869e-01
2.483333333333333393e+00,7.559822745072841688e-01,9.642170436465330452e-01,2.082347691392488764e-01,1.832329031540317621e-01,-3.194891375450117227e-03,1.108780943240389406e-03,8.335853009655451729e-01
2.500000000000000000e+00,7.559720097937405736e-01,9.637964288931415435e-01,2.078244190994009699e-01,1.832704544003072034e-01,-3.194696918230374456e-03,1.130257710346365026e-03,8.333075726671870243e-01
2.516666666666666607e+00,7.559738695819974152e-01,9.633865130496575002e-01,2.074126434676600850e-01,1.833070219723735850e-01,-3.194434360046235349e-03,1.150542003067809736e-03,8.330529868276379535e-01
2.533333333333333215e+00,7.559795986961486136e-01,9.629977955917787824e-01,2.070181968956301688e-01,1.833436116869658628e-01,-3.194508089459739512e-03,1.169654941943920005e-03,8.328101862988612769e-01
2.549999999999999822e+00,7.559840717072106031e-01,9.626123999442030010e-01,2.066283282369923979e-01,1.833806358663856995e-01,-3.194974845788812849e-03,1.189105306297905422e-03,8.325693237896650833e-01
2.566666666666666430e+00,7.559875640088190574e-01,9.622275677869485122e-01,2.062400037781294548e-01,1.834179265186000607e-01,-3.195162561893805011e-03,1.208406736372118640e-03,8.323287635218302727e-01
2.583333333333333481e+00,7.559902906190260063e-01,9.618427463975763869e-01,2.058524557785503806e-01,1.834551762203955050e-01,-3.194781738351135710e-03,1.228234991360267238e-03,8.320881645773891000e-01
2.600000000000000089e+00,7.559924194198676117e-01,9.614577874898212473e-01,2.054653680699536356e-01,1.834925184809325371e-01,-3.194441859653182093e-03,1.248201150761222731e-03,8.318474082116371626e-01
