time,object_a_x,object_a_y,object_a_z,object_a_vx,object_a_vy,object_a_vz,object_b_x,object_b_y,object_b_z,object_b_vx,object_b_vy,object_b_vz,total_translational_ke,total_px,total_py
3.777777777777777679e-01,-2.739974298627370977e-02,-1.447933719787345772e-08,7.749915116891950007e-01,-2.402592355922140710e-01,-3.154058604706728166e-07,1.022211898460412272e-10,1.301845653795604130e-01,2.169154978618003745e-08,7.749915117812355980e-01,1.060160987595287763e+00,4.724127806373496292e-07,-1.102273272657328107e-10,3.631584210151262565e-02,4.198632805241800381e-02,-4.176060411957891550e-11
3.805555555555555913e-01,-2.806703807602734316e-02,-1.535534430337287172e-08,7.749915116894788847e-01,-2.402152318209148651e-01,-3.153481246070327781e-07,1.022294141700408332e-10,1.331289287624891071e-01,2.300357213013781902e-08,7.749915117809295095e-01,1.059907435266613573e+00,4.722998014853266185e-07,-1.102343737124922285e-10,3.629876423195960156e-02,4.197507525211446877e-02,-4.334312551335132874e-11
3.833333333333333592e-01,-2.873421094816255850e-02,-1.623119105124321978e-08,7.749915116897627687e-01,-2.401712352877058421e-01,-3.152903982327818335e-07,1.022349826323987187e-10,1.360725880165032931e-01,2.431528072471814011e-08,7.749915117806234210e-01,1.059653970826816893e+00,4.721868614998248681e-07,-1.101543665310567022e-10,3.628169613836539076e-02,4.196382707371548726e-02,-4.492415096087240252e-11
3.861111111111111271e-01,-2.940126162278178593e-02,-1.710687746783947049e-08,7.749915116900467638e-01,-2.401272459909662149e-01,-3.152326813457891656e-07,1.022022050323201370e-10,1.390155433856455347e-01,2.562667567867535922e-08,7.749915117803174436e-01,1.059400594231157511e+00,4.720739606609087163e-07,-1.101748293291793246e-10,3.626463781375532242e-02,4.195258351468249269e-02,-4.650368146650152787e-11
3.888888888888888951e-01,-3.006819011998295571e-02,-1.798240357951068802e-08,7.749915116903306478e-01,-2.400832639290758075e-01,-3.151749739439276628e-07,1.021952644036927538e-10,1.419577951138341898e-01,2.693775710070848655e-08,7.749915117800113551e-01,1.059147305434925412e+00,4.719610989486561601e-07,-1.101954083537748375e-10,3.624758925116076252e-02,4.194134457247870179e-02,-4.808171803412163979e-11
3.916666666666666630e-01,-3.073499645985949477e-02,-1.885776941260002385e-08,7.749915116906147539e-01,-2.400392891004148044e-01,-3.151172760250671433e-07,1.022036986292329530e-10,1.448993434448634654e-01,2.824852509946121709e-08,7.749915117797054886e-01,1.058894104393441005e+00,4.718482763431585369e-07,-1.101697916922050879e-10,3.623055044361923188e-02,4.193011024456912150e-02,-4.965826166653041233e-11
3.944444444444444864e-01,-3.140168066250033363e-02,-1.973297499344471016e-08,7.749915116908987489e-01,-2.399953215033639453e-01,-3.150595875870784307e-07,1.022445895310086783e-10,1.478401886224035011e-01,2.955897978352197361e-08,7.749915117793996222e-01,1.058640991062055337e+00,4.717354928245208430e-07,-1.101669311331932022e-10,3.621352138417429506e-02,4.191888052842056983e-02,-5.123331336580752676e-11
3.972222222222222543e-01,-3.206824274798990987e-02,-2.060802034837607638e-08,7.749915116911828550e-01,-2.399513611363044419e-01,-3.150019086278357373e-07,1.023015300943841410e-10,1.507803308900005079e-01,3.086912126142395299e-08,7.749915117790937558e-01,1.058387965396149655e+00,4.716227483728614679e-07,-1.100613766791269654e-10,3.619650206587560898e-02,4.190765542150157175e-02,-5.280687413352973855e-11
4.000000000000000222e-01,-3.273468273640815079e-02,-2.148290550371953262e-08,7.749915116914669611e-01,-2.399074079976180052e-01,-3.149442391452105749e-07,1.023017209139664985e-10,1.537197704910768237e-01,3.217894964164513947e-08,7.749915117787878893e-01,1.058135027351134738e+00,4.715100429683122480e-07,-1.101167663997149049e-10,3.617949248177883270e-02,4.189643492128246327e-02,-5.437894497021832068e-11
4.027777777777777901e-01,-3.340100064783051159e-02,-2.235763048579459285e-08,7.749915116917510671e-01,-2.398634620856867350e-01,-3.148865791370783204e-07,1.023243711983923276e-10,1.566585076689309686e-01,3.348846503260835426e-08,7.749915117784821339e-01,1.057882176882452230e+00,4.713973765910185722e-07,-1.101185791857473006e-10,3.616249262494573152e-02,4.188521902523532903e-02,-5.594952687593463373e-11
4.055555555555555580e-01,-3.406719650232793023e-02,-2.323219532091486497e-08,7.749915116920352842e-01,-2.398195233988932862e-01,-3.148289286013127092e-07,1.022851282839187803e-10,1.595965426667377562e-01,3.479766754268131179e-08,7.749915117781764895e-01,1.057629413945574193e+00,4.712847492211392762e-07,-1.100658210406724180e-10,3.614550248844412839e-02,4.187400773083405081e-02,-5.751862084978712622e-11
4.083333333333333259e-01,-3.473327031996687603e-02,-2.410660003538804751e-08,7.749915116923193903e-01,-2.397755919356207299e-01,-3.147712875357882710e-07,1.023347379058847650e-10,1.625338757275484047e-01,3.610655728017662968e-08,7.749915117778708451e-01,1.057376738496002222e+00,4.711721608388466420e-07,-1.100134081055692548e-10,3.612852206534789001e-02,4.186280103555427290e-02,-5.908622789014640154e-11
4.111111111111111494e-01,-3.539922212080930802e-02,-2.498084465551593953e-08,7.749915116926036074e-01,-2.397316676942526925e-01,-3.147136559383811236e-07,1.023517035014798182e-10,1.654705070942905087e-01,3.741513435335187498e-08,7.749915117775652007e-01,1.057124150489268333e+00,4.710596114243263455e-07,-1.099926486697322403e-10,3.611155134873687139e-02,4.185159893687336041e-02,-6.065234899471800990e-11
4.138888888888889173e-01,-3.606505192491270967e-02,-2.585492920759444728e-08,7.749915116928879355e-01,-2.396877506731732166e-01,-3.146560338069668554e-07,1.023820021817112291e-10,1.684064370097683172e-01,3.872339887040961056e-08,7.749915117772596673e-01,1.056871649880934960e+00,4.709471009577774036e-07,-1.099837894369404268e-10,3.609459033169703374e-02,4.184040143227051034e-02,-6.221698516037370342e-11
4.166666666666666852e-01,-3.673075975233007495e-02,-2.672885371791357092e-08,7.749915116931721526e-01,-2.396438408707668999e-01,-3.145984211394231196e-07,1.023332790034414685e-10,1.713416657166625945e-01,4.003135093949741494e-08,7.749915117769541339e-01,1.056619236626594072e+00,4.708346294194124911e-07,-1.100159390671207049e-10,3.607763900732029877e-02,4.182920851922662664e-02,-6.378013738333341593e-11
4.194444444444444531e-01,-3.739634562310990840e-02,-2.760261821275741448e-08,7.749915116934564807e-01,-2.395999382854186732e-01,-3.145408179336278338e-07,1.024085278383823905e-10,1.742761934575308702e-01,4.133899066870793524e-08,7.749915117766486006e-01,1.056366910681867832e+00,4.707221967894574123e-07,-1.099766736012419699e-10,3.606069736870463893e-02,4.181802019522438962e-02,-6.534180665905938377e-11
4.222222222222222210e-01,-3.806180955729622506e-02,-2.847622271840419245e-08,7.749915116937408088e-01,-2.395560429155141891e-01,-3.144832241874575924e-07,1.023401363653420049e-10,1.772100204748074948e-01,4.264631816607892023e-08,7.749915117763431782e-01,1.056114672002408827e+00,4.706098030481515236e-07,-1.099742189675234627e-10,3.604376540895404268e-02,4.180683645774824209e-02,-6.690199398209070978e-11
4.249999999999999889e-01,-3.872715157492857135e-02,-2.934966726112622650e-08,7.749915116940252480e-01,-2.395121547594392386e-01,-3.144256398987926954e-07,1.023734725463798512e-10,1.801431470108036115e-01,4.395333353959325347e-08,7.749915117760377559e-01,1.055862520543899397e+00,4.704974481757475226e-07,-1.099652695291108984e-10,3.602684312117851451e-02,4.179565730428443093e-02,-6.846070034649004071e-11
4.277777777777778123e-01,-3.939237169604199729e-02,-3.022295186718994215e-08,7.749915116943095761e-01,-2.394682738155803348e-01,-3.143680650655119606e-07,1.023510217551537593e-10,1.830755733077073788e-01,4.526003689717898636e-08,7.749915117757324445e-01,1.055610456262051855e+00,4.703851321525113944e-07,-1.098878713717832412e-10,3.600993049849401245e-02,4.178448273232088228e-02,-7.001792674539358107e-11
4.305555555555555802e-01,-4.005746994066707034e-02,-3.109607656285587538e-08,7.749915116945940152e-01,-2.394244000823244067e-01,-3.143104996854955821e-07,1.024082919159896576e-10,1.860072996075839979e-01,4.656642834670939109e-08,7.749915117754271332e-01,1.055358479112608494e+00,4.702728549587225709e-07,-1.098805369609268112e-10,3.599302753402256611e-02,4.177331273934730554e-02,-7.157367417124932106e-11
4.333333333333333481e-01,-4.072244632882988935e-02,-3.196904137437868591e-08,7.749915116948785654e-01,-2.393805335580589111e-01,-3.142529437566240717e-07,1.023660513993496224e-10,1.889383261523757407e-01,4.787250799600298049e-08,7.749915117751219329e-01,1.055106589051341581e+00,4.701606165746737718e-07,-1.098388498210756126e-10,3.597613422089212393e-02,4.176214732285519343e-02,-7.312794361574093602e-11
4.361111111111111160e-01,-4.138730088055206369e-02,-3.284184632800713730e-08,7.749915116951630045e-01,-2.393366742411716097e-01,-3.141953972767786294e-07,1.024185024983692571e-10,1.918686531839021436e-01,4.917827595282356099e-08,7.749915117748167326e-01,1.054854786034053138e+00,4.700484169806710575e-07,-1.099228329887180777e-10,3.595925055223662264e-02,4.175098648033774562e-02,-7.468073606981094745e-11
4.388888888888888840e-01,-4.205203361585073407e-02,-3.371449144998411019e-08,7.749915116954475547e-01,-2.392928221300509861e-01,-3.141378602438414083e-07,1.023758300355837036e-10,1.947982809438600360e-01,5.048373232488025245e-08,7.749915117745115323e-01,1.054603070016575606e+00,4.699362561570338293e-07,-1.099120620906557377e-10,3.594237652119604970e-02,4.173983020928995202e-02,-7.623205252369711898e-11
4.416666666666667074e-01,-4.271664455473855870e-02,-3.458697676654660232e-08,7.749915116957321048e-01,-2.392489772230857459e-01,-3.140803326556939259e-07,1.024056273807305573e-10,1.977272096738235674e-01,5.178887721982754108e-08,7.749915117742064430e-01,1.054351440954770514e+00,4.698241340840947233e-07,-1.098324278747675464e-10,3.592551212091624896e-02,4.172867850720851646e-02,-7.778189396677032894e-11
4.444444444444444753e-01,-4.338113371722372713e-02,-3.545930230392573516e-08,7.749915116960166550e-01,-2.392051395186652885e-01,-3.140228145102203468e-07,1.024135481281218674e-10,2.006554396152444020e-01,5.309371074526531258e-08,7.749915117739013537e-01,1.054099898804529811e+00,4.697120507421998222e-07,-1.098211833971962648e-10,3.590865734454914276e-02,4.171753137159191910e-02,-7.933026138784228159e-11
4.472222222222222432e-01,-4.404550112330995332e-02,-3.633146808834674723e-08,7.749915116963013162e-01,-2.391613090151793186e-01,-3.139653058053046770e-07,1.024600421867249977e-10,2.035829710094516909e-01,5.439823300873887858e-08,7.749915117735963754e-01,1.053848443521774980e+00,4.696000061117083378e-07,-1.097703716118614281e-10,3.589181218525251682e-02,4.170638879994036097e-02,-8.087715577492066161e-11
4.500000000000000111e-01,-4.470974679299648258e-02,-3.720347414602900742e-08,7.749915116965859774e-01,-2.391174857110181518e-01,-3.139078065388306046e-07,1.024545153577305356e-10,2.065098040976522387e-01,5.570244411773901633e-08,7.749915117732913972e-01,1.053597075062457478e+00,4.694880001729928757e-07,-1.097501187152793989e-10,3.587497663619016591e-02,4.169525078975581944e-02,-8.242257811518266435e-11
4.527777777777777790e-01,-4.537387074627808464e-02,-3.807532050318599506e-08,7.749915116968706386e-01,-2.390736696045724363e-01,-3.138503167086827177e-07,1.024671528182530267e-10,2.094359391209305588e-01,5.700634417970201505e-08,7.749915117729864189e-01,1.053345793382558515e+00,4.693760329064392232e-07,-1.097997231330749557e-10,3.585815069053181758e-02,4.168411733854199275e-02,-8.396652939509080113e-11
4.555555555555555469e-01,-4.603787300314506059e-02,-3.894700718602532644e-08,7.749915116971552997e-01,-2.390298606942334037e-01,-3.137928363127470338e-07,1.025037693613839451e-10,2.123613763202489291e-01,5.830993330200971563e-08,7.749915117726815517e-01,1.053094598438088836e+00,4.692641042924464027e-07,-1.097743545369622709e-10,3.584133434145313213e-02,4.167298844380432077e-02,-8.550901060044583876e-11
4.583333333333333703e-01,-4.670175358358324980e-02,-3.981853422074874155e-08,7.749915116974400719e-01,-2.389860589783927847e-01,-3.137353653489108940e-07,1.024773026853109670e-10,2.152861159364475307e-01,5.961321159198953047e-08,7.749915117723766844e-01,1.052843490185089159e+00,4.691522143114266713e-07,-1.097134518651676771e-10,3.582452758213570260e-02,4.166186410304999199e-02,-8.705002271638018212e-11
4.611111111111111382e-01,-4.736551250757400910e-02,-4.068990163355211734e-08,7.749915116977248442e-01,-2.389422644554426989e-01,-3.136779038150592570e-07,1.024806333543848424e-10,2.182101582102444759e-01,6.091617915691448317e-08,7.749915117720719282e-01,1.052592468579629514e+00,4.690403629438056801e-07,-1.097058104082559993e-10,3.580773040576703398e-02,4.165074431378791575e-02,-8.858956672699391468e-11
4.638888888888889062e-01,-4.802914979509425447e-02,-4.156110945062545446e-08,7.749915116980096164e-01,-2.388984771237757099e-01,-3.136204517090814226e-07,1.025843177765439762e-10,2.211335033822358909e-01,6.221883610400328137e-08,7.749915117717671720e-01,1.052341533577809907e+00,4.689285501700220501e-07,-1.096767815456090034e-10,3.579094280554058483e-02,4.163962907352877774e-02,-9.012764361600330813e-11
4.666666666666666741e-01,-4.869266546611641239e-02,-4.243215769815289050e-08,7.749915116982944996e-01,-2.388546969817850196e-01,-3.135630090288644671e-07,1.025451147607103763e-10,2.240561516928960550e-01,6.352118254042028364e-08,7.749915117714624158e-01,1.052090685135760095e+00,4.688167759705278492e-07,-1.097222798729369231e-10,3.577416477465572564e-02,4.162851837978495673e-02,-9.166425436613201739e-11
4.694444444444444420e-01,-4.935605954060846845e-02,-4.330304640231268675e-08,7.749915116985793828e-01,-2.388109240278641354e-01,-3.135055757722966844e-07,1.025290945894097305e-10,2.269781033825774286e-01,6.482321857327558546e-08,7.749915117711577706e-01,1.051839923209639149e+00,4.687050403257882210e-07,-1.096384528304072958e-10,3.575739630631770416e-02,4.161741223007057316e-02,-9.319939995940886570e-11
4.722222222222222654e-01,-5.001933203853393267e-02,-4.417377558927725471e-08,7.749915116988642660e-01,-2.387671582604070919e-01,-3.134481519372683272e-07,1.026013041888207411e-10,2.298993586915107634e-01,6.612494430962507225e-08,7.749915117708531254e-01,1.051589247755635892e+00,4.685933432162814915e-07,-1.096392646809940530e-10,3.574063739373769394e-02,4.160631062190151691e-02,-9.473308137726048878e-11
4.750000000000000333e-01,-5.068248297985186723e-02,-4.504434528521314940e-08,7.749915116991491493e-01,-2.387233996778084510e-01,-3.133907375216692246e-07,1.026273458576421049e-10,2.328199178598051589e-01,6.742635985647040605e-08,7.749915117705485912e-01,1.051338658729968456e+00,4.684816846224991153e-07,-1.096433135255869828e-10,3.572388803013275271e-02,4.159521355279535704e-02,-9.626529960028303304e-11
4.777777777777778012e-01,-5.134551238451685873e-02,-4.591475551628104959e-08,7.749915116994340325e-01,-2.386796482784632467e-01,-3.133333325233899471e-07,1.025966325784999356e-10,2.357397811274481725e-01,6.872746532075909176e-08,7.749915117702440570e-01,1.051088156088884951e+00,4.683700645249458352e-07,-1.096323101745788620e-10,3.570714820872585710e-02,4.158412102027139734e-02,-9.779605560834472595e-11
4.805555555555555691e-01,-5.200842027247905286e-02,-4.678500630863578420e-08,7.749915116997191378e-01,-2.386359040607668458e-01,-3.132759369403212766e-07,1.026057364073018618e-10,2.386589487343059035e-01,7.002826080938451680e-08,7.749915117699396339e-01,1.050837739788662573e+00,4.682584829041394169e-07,-1.096143592560494540e-10,3.569041792274581237e-02,4.157303302185073879e-02,-9.932535038054948007e-11
4.833333333333333370e-01,-5.267120666368412668e-02,-4.765509768842631910e-08,7.749915117000041320e-01,-2.385921670231152258e-01,-3.132185507703554776e-07,1.026078128713026061e-10,2.415774209201230482e-01,7.132874642918596435e-08,7.749915117696352107e-01,1.050587409785608273e+00,4.681469397406108081e-07,-1.096183421811502967e-10,3.567369716542737740e-02,4.156194955505612687e-02,-1.008531848953427722e-10
4.861111111111111049e-01,-5.333387157807330248e-02,-4.852502968179577696e-08,7.749915117002891263e-01,-2.385484371639048085e-01,-3.131611740113851850e-07,1.026352388494577994e-10,2.444951979245229556e-01,7.262892228694866631e-08,7.749915117693307876e-01,1.050337166036058312e+00,4.680354350149040856e-07,-1.095841577203326977e-10,3.565698593001109806e-02,4.155087061741206955e-02,-1.023795601304223079e-10
4.888888888888889284e-01,-5.399641503558336858e-02,-4.939480231488142402e-08,7.749915117005741205e-01,-2.385047144815325149e-01,-3.131038066613029808e-07,1.025947365257406929e-10,2.474122799870077938e-01,7.392878848940385625e-08,7.749915117690264754e-01,1.050087008496378704e+00,4.679239687075765079e-07,-1.095264538786278052e-10,3.564028420974346689e-02,4.153979620644479565e-02,-1.039044770626784645e-10
4.916666666666666963e-01,-5.465883705614663773e-02,-5.026441561381467006e-08,7.749915117008592258e-01,-2.384609989743956271e-01,-3.130464487180020295e-07,1.025874055843312149e-10,2.503286673469586332e-01,7.522834514322876937e-08,7.749915117687221633e-01,1.049836937122964331e+00,4.678125407991984098e-07,-1.095123106781281663e-10,3.562359199787678427e-02,4.152872631968224787e-02,-1.054279366682770089e-10
4.944444444444444642e-01,-5.532113765969098873e-02,-5.113386960472108167e-08,7.749915117011444421e-01,-2.384172906408919823e-01,-3.129891001793786188e-07,1.026140283855170310e-10,2.532443602436353358e-01,7.652759235504668221e-08,7.749915117684178512e-01,1.049586951872240048e+00,4.677011512703532022e-07,-1.095531738243282760e-10,3.560690928766922780e-02,4.151766095465413142e-02,-1.069499399228840911e-10
4.972222222222222321e-01,-5.598331686613983865e-02,-5.200316431372037562e-08,7.749915117014296584e-01,-2.383735894794198895e-01,-3.129317610433258602e-07,1.026786190794215514e-10,2.561593589161769158e-01,7.782653023142700533e-08,7.749915117681136500e-01,1.049337052700659578e+00,4.675898001016372660e-07,-1.095768233094762678e-10,3.559023607238480380e-02,4.150660010889178214e-02,-1.084704878010938350e-10
5.000000000000000000e-01,-5.664537469541216369e-02,-5.287229976692640562e-08,7.749915117017147637e-01,-2.383298954883781851e-01,-3.128744313077395119e-07,1.026667483666754421e-10,2.590736636036014007e-01,7.912515887888524358e-08,7.749915117678095600e-01,1.049087239564706397e+00,4.674784872736602701e-07,-1.095286587121657718e-10,3.557357234529338191e-02,4.149554377992835386e-02,-1.099895812769378817e-10
5.027777777777777679e-01,-5.730731116742249220e-02,-5.374127599044720865e-08,7.749915117019999800e-01,-2.382862086661660384e-01,-3.128171109705170266e-07,1.026751704491513095e-10,2.619872745448060813e-01,8.042347840388307551e-08,7.749915117675054699e-01,1.048837512420892848e+00,4.673672127670448006e-07,-1.095358907743371191e-10,3.555691809967065353e-02,4.148449196529863103e-02,-1.115072213238456847e-10
5.055555555555555358e-01,-5.796912630208090472e-02,-5.461009301038497185e-08,7.749915117022853073e-01,-2.382425290111832017e-01,-3.127598000295525744e-07,1.027038020601223067e-10,2.649001919785675119e-01,8.172148891282837985e-08,7.749915117672013798e-01,1.048587871225761026e+00,4.672559765624266783e-07,-1.095013454910365169e-10,3.554027332879814566e-02,4.147344466253916062e-02,-1.130234089141316581e-10
5.083333333333333037e-01,-5.863082011929303394e-02,-5.547875085283602595e-08,7.749915117025705236e-01,-2.381988565218298437e-01,-3.127024984827457254e-07,1.027376950873959416e-10,2.678124161435415096e-01,8.301919051207528843e-08,7.749915117668974007e-01,1.048338315935881893e+00,4.671447786404544829e-07,-1.094523673084157878e-10,3.552363802596320008e-02,4.146240186918823123e-02,-1.145381450198455183e-10
5.111111111111111827e-01,-5.929239263896007861e-02,-5.634724954389087170e-08,7.749915117028558509e-01,-2.381551911965066326e-01,-3.126452063279938791e-07,1.027270837838933915e-10,2.707239472782633216e-01,8.431658330792418620e-08,7.749915117665934217e-01,1.048088846507856164e+00,4.670336189817900284e-07,-1.094456070910299061e-10,3.550701218445900809e-02,4.145136358278577599e-02,-1.160514306120476735e-10
5.138888888888889506e-01,-5.995384388097878964e-02,-5.721558910963417325e-08,7.749915117031411782e-01,-2.381115330336146807e-01,-3.125879235631959172e-07,1.027445125506565304e-10,2.736347856211477358e-01,8.561366740662177739e-08,7.749915117662894426e-01,1.047839462898312979e+00,4.669224975671080466e-07,-1.094082758418268853e-10,3.549039579758450635e-02,4.144032980087345580e-02,-1.175632666611467138e-10
5.166666666666667185e-01,-6.061517386524147705e-02,-5.808376957614476479e-08,7.749915117034266165e-01,-2.380678820315556277e-01,-3.125306501862504042e-07,1.026984695201571540e-10,2.765449314104891920e-01,8.691044291436111201e-08,7.749915117659855746e-01,1.047590165063911449e+00,4.668114143770963979e-07,-1.094249101052380269e-10,3.547378885864450188e-02,4.142930052099468019e-02,-1.190736541367538269e-10
5.194444444444444864e-01,-6.127638261163601691e-02,-5.895179096949563071e-08,7.749915117037120549e-01,-2.380242381887314740e-01,-3.124733861950579687e-07,1.027623749982886636e-10,2.794543848844616707e-01,8.820690993728161227e-08,7.749915117656817065e-01,1.047340952961339555e+00,4.667003693924557013e-07,-1.094213990249226498e-10,3.545719136094960949e-02,4.141827574069453788e-02,-1.205825940078747046e-10
5.222222222222222543e-01,-6.193747014004585133e-02,-5.981965331575393862e-08,7.749915117039974932e-01,-2.379806015035448030e-01,-3.124161315875191337e-07,1.027653778046255795e-10,2.823631462811189707e-01,8.950306858146915202e-08,7.749915117653779495e-01,1.047091826547314364e+00,4.665893625938998637e-07,-1.093736247403942485e-10,3.544060329781615476e-02,4.140725545751983150e-02,-1.220900872427275626e-10
5.250000000000000222e-01,-6.259843647034997460e-02,-6.068735664098101297e-08,7.749915117042829316e-01,-2.379369719743986145e-01,-3.123588863615353222e-07,1.027876672665684055e-10,2.852712158383947649e-01,9.079891895295601705e-08,7.749915117650741925e-01,1.046842785778582252e+00,4.664783939621556033e-07,-1.093419538938933400e-10,3.542402466256636129e-02,4.139623966901905677e-02,-1.235961348088457110e-10
5.277777777777777901e-01,-6.325928162242294706e-02,-6.155490097123237469e-08,7.749915117045683699e-01,-2.378933495996964353e-01,-3.123016505150062101e-07,1.027345084003705722e-10,2.881785937941025444e-01,9.209446115772099772e-08,7.749915117647705465e-01,1.046593830611918241e+00,4.663674634779625555e-07,-1.093016371855881630e-10,3.540745544852812177e-02,4.138522837274241639e-02,-1.251007376728062393e-10
5.305555555555555580e-01,-6.392000561613490894e-02,-6.242228633255768828e-08,7.749915117048539193e-01,-2.378497343778420980e-01,-3.122444240458357084e-07,1.027992847096870221e-10,2.910852803859358962e-01,9.338969530168941545e-08,7.749915117644669005e-01,1.046344961004126661e+00,4.662565711220734847e-07,-1.093020361719876377e-10,3.539089564903518531e-02,4.137422156624182001e-02,-1.266038968008024249e-10
5.333333333333333259e-01,-6.458060847135153881e-02,-6.328951275100078164e-08,7.749915117051394686e-01,-2.378061263072401565e-01,-3.121872069519261931e-07,1.028029640581795690e-10,2.939912758514683366e-01,9.468462149073314914e-08,7.749915117641632545e-01,1.046096176912041376e+00,4.661457168752539139e-07,-1.092788082246443082e-10,3.537434525742705338e-02,4.136321924707087039e-02,-1.281056131581209556e-10
5.361111111111110938e-01,-6.524109020793411595e-02,-6.415658025259969903e-08,7.749915117054251290e-01,-2.377625253862954424e-01,-3.121299992311813105e-07,1.028409891967729806e-10,2.968965804281536447e-01,9.597923983067067495e-08,7.749915117638596085e-01,1.045847478292524668e+00,4.660349007182823362e-07,-1.092417840214965352e-10,3.535780426704897977e-02,4.135222141278488417e-02,-1.296058877093768482e-10
5.388888888888888618e-01,-6.590145084573947876e-02,-6.502348886338663489e-08,7.749915117057106784e-01,-2.377189316134133146e-01,-3.120728008815058717e-07,1.027970607941908199e-10,2.998011943533258616e-01,9.727355042726711917e-08,7.749915117635561845e-01,1.045598865102467911e+00,4.659241226319503207e-07,-1.092932896962217626e-10,3.534127267125198452e-02,4.134122806094087110e-02,-1.311047214185068317e-10
5.416666666666667407e-01,-6.656169040462002473e-02,-6.589023860938798679e-08,7.749915117059963388e-01,-2.376753449869996038e-01,-3.120156119008055348e-07,1.028257236301843847e-10,3.027051178641991802e-01,9.856755338623425827e-08,7.749915117632526496e-01,1.045350337298791565e+00,4.658133825970620891e-07,-1.092594278939706953e-10,3.532475046339282609e-02,4.133023918909752015e-02,-1.326021152487726555e-10
5.444444444444445086e-01,-6.722180890442375212e-02,-6.675682951662430246e-08,7.749915117062819991e-01,-2.376317655054605571e-01,-3.119584322869838933e-07,1.028846435130459369e-10,3.056083511978683886e-01,9.986124881323057181e-08,7.749915117629492256e-01,1.045101894838444956e+00,4.657026805944349922e-07,-1.092706602284776451e-10,3.530823763683402922e-02,4.131925479481524111e-02,-1.340980701624533786e-10
5.472222222222222765e-01,-6.788180636499420439e-02,-6.762326161111033275e-08,7.749915117065677705e-01,-2.375881931672030323e-01,-3.119012620379464993e-07,1.028818610165904701e-10,3.085108945913086487e-01,1.011546368138613086e-07,7.749915117626458017e-01,1.044853537678406497e+00,4.655920166048991390e-07,-1.092392079571347097e-10,3.529173418494384318e-02,4.130827487565610912e-02,-1.355925871212357986e-10
5.500000000000000444e-01,-6.854168280617051190e-02,-6.848953491885501841e-08,7.749915117068534309e-01,-2.375446279706342756e-01,-3.118441011516019756e-07,1.028258381219337991e-10,3.114127482813756620e-01,1.024477174936784603e-07,7.749915117623424887e-01,1.044605265775683245e+00,4.654813906092975561e-07,-1.091528152585841127e-10,3.527524010109626962e-02,4.129729942918390628e-02,-1.370856670863236395e-10
5.527777777777778123e-01,-6.920143824778739183e-02,-6.935564946586146359e-08,7.749915117071392023e-01,-2.375010699141618387e-01,-3.117869496258558743e-07,1.029057984658354741e-10,3.143139125048057814e-01,1.037404909581808540e-07,7.749915117620392868e-01,1.044357079087311346e+00,4.653708025884861341e-07,-1.092171943162245640e-10,3.525875537867101395e-02,4.128632845296412168e-02,-1.385773110178585256e-10
5.555555555555555802e-01,-6.986107270967510663e-02,-7.022160527812697555e-08,7.749915117074250848e-01,-2.374575189961940225e-01,-3.117298074586167125e-07,1.029308825672980987e-10,3.172143874982161216e-01,1.050329573128141654e-07,7.749915117617359739e-01,1.044108977570355590e+00,4.652602525233336810e-07,-1.091786071272249359e-10,3.524228001105351310e-02,4.127536194456386809e-02,-1.400675198754857728e-10
5.583333333333333481e-01,-7.052058621165954722e-02,-7.108740238164305145e-08,7.749915117077109672e-01,-2.374139752151394334e-01,-3.116726746477930067e-07,1.029214491410357368e-10,3.201141734981045595e-01,1.063251166629709323e-07,7.749915117614327720e-01,1.043860961181909852e+00,4.651497403947217103e-07,-1.091646599504780824e-10,3.522581399163494942e-02,4.126439990155204851e-02,-1.415562946180665296e-10
5.611111111111111160e-01,-7.117997877356155301e-02,-7.195304080241046611e-08,7.749915117094573480e-01,-2.373704385691970953e-01,-3.116155511996350133e-07,6.282096128018554992e-10,3.230132707408497894e-01,1.076169691139906468e-07,7.749915117611296811e-01,1.043613029879096876e+00,4.650392661835446527e-07,-1.091282012671834778e-10,3.520935731380770567e-02,4.125344232151807039e-02,-1.430436369544732235e-10
5.638888888888888840e-01,-7.183925041519868826e-02,-7.281852056644303070e-08,7.749915117113146401e-01,-2.373269090571812900e-01,-3.115584371160361684e-07,6.669200556391752244e-10,3.259116794627115454e-01,1.089085147711597294e-07,7.749915117608265902e-01,1.043365183619067604e+00,4.649288298707097503e-07,-1.091358791532881511e-10,3.519290997098296903e-02,4.124248920199774515e-02,-1.445295482006707999e-10
5.666666666666666519e-01,-7.249840115638361837e-02,-7.368384169974841540e-08,7.749915117131767062e-01,-2.372833866773216560e-01,-3.115013323946747548e-07,6.700923357860766316e-10,3.288093998998306011e-01,1.101997537397115946e-07,7.749915117605234993e-01,1.043117422359002067e+00,4.648184314371371095e-07,-1.091130848868138159e-10,3.517647195656518205e-02,4.123154054058117413e-02,-1.460140292925016251e-10
5.694444444444444198e-01,-7.315743101692454009e-02,-7.454900422832845384e-08,7.749915117150389943e-01,-2.372398714280155863e-01,-3.114442370334467955e-07,6.704538937918336217e-10,3.317064322882288252e-01,1.114906861248267042e-07,7.749915117602205195e-01,1.042869746056109381e+00,4.647080708637595951e-07,-1.090588314101026413e-10,3.516004326396802993e-02,4.122059633484516372e-02,-1.474970811846346965e-10
