time_s,frame,object_name,object_index,active,kind,x_m,y_m,z_m,qx,qy,qz,qw,vx_m_s,vy_m_s,vz_m_s,wx_rad_s,wy_rad_s,wz_rad_s,mesh_z_min_m,mesh_z_max_m,mesh_z_span_m,mesh_xy_radius_m
0.0,0,object_a,0,1,rigid_box,-0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,1.3299999999999998,0.0,0.0,0.0,0.0,0.0,,,,
0.0,0,object_b,1,1,rigid_box,0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,-1.0499999999999998,0.0,0.0,0.0,0.0,0.0,,,,
0.016666666666666666,1,object_a,0,1,rigid_box,-0.35785218629483717,-6.326545285828727e-14,0.3999907963926995,6.365086163530475e-09,-2.0407571311721385e-08,-1.2151820437236032e-10,0.9999999999999998,1.3278711216652193,-4.050492545718944e-12,-1.717772972475995e-11,7.628401910320582e-11,6.262654119482701e-08,-1.460455744178457e-08,,,,
0.016666666666666666,1,object_b,1,1,rigid_box,0.3625132723757038,-7.713768500989145e-14,0.3999907964577436,6.1483536093729945e-09,-2.0702759555327098e-08,1.192642473238216e-10,0.9999999999999998,-1.048501072148185,-4.928313086327152e-12,2.386775343338199e-10,9.450506398907253e-11,-6.15395789826503e-08,1.4287770476219793e-08,,,,
0.03333333333333333,2,object_a,0,1,rigid_box,-0.3357398116246901,-1.3080373070206968e-13,0.39999079639053625,6.365723683329986e-09,-1.9885708667091312e-08,-2.434400193411566e-10,0.9999999999999998,1.325747428437188,-4.053873471207821e-12,-1.2784815740796152e-10,7.669562175143133e-11,6.262085768846782e-08,-1.4653584839412473e-08,,,,
0.03333333333333333,2,object_b,1,1,rigid_box,0.34505150313745003,-1.5910327426810681e-13,0.3999907964598428,6.149140126416948e-09,-2.1215614502572248e-08,2.38114201180706e-10,0.9999999999999998,-1.0470052385646065,-4.908758735474189e-12,1.2789590740636125e-10,9.427261784206317e-11,-6.154526197782683e-08,1.4239224187382109e-08,,,,
0.05,3,object_a,0,1,rigid_box,-0.3136627860924952,-1.98397503727076e-13,0.39999079638841123,6.366364633054568e-09,-1.9363893200770942e-08,-3.65769631147457e-10,0.9999999999999998,1.3236288992736331,-4.0571580253498636e-12,-1.2718033744196777e-10,7.710719710373819e-11,6.261521318862623e-08,-1.470243893343713e-08,,,,
0.05,3,object_b,1,1,rigid_box,0.32761463715278094,-2.4074183338621593e-13,0.3999907964619802,6.149924696601701e-09,-2.1728516990350882e-08,3.565588533079315e-10,0.9999999999999997,-1.045512487509985,-4.8890772827033384e-12,1.2853876296681221e-10,9.403794804673204e-11,-6.15509836287183e-08,1.4190508023680837e-08,,,,
0.06666666666666667,4,object_a,0,1,rigid_box,-0.29162102379468513,-2.660451675937997e-13,0.39999079638629714,6.367009012406463e-09,-1.8842124612536684e-08,-4.885055912945073e-10,0.9999999999999998,1.3215155156463871,-4.060346417065102e-12,-1.2655565310992767e-10,7.751873611877604e-11,6.260960466533109e-08,-1.4751119358586742e-08,,,,
0.06666666666666667,4,object_b,1,1,rigid_box,0.3102026231287667,-3.2205123703972905e-13,0.39999079646412855,6.150707301275788e-09,-2.2241467318070186e-08,4.745967816817466e-10,0.9999999999999997,-1.044022809666533,-4.869267941118116e-12,1.2922371159240775e-10,9.380103606231825e-11,-6.155674134416248e-08,1.4141621095364146e-08,,,,
