time_s,frame,object_name,object_index,active,kind,x_m,y_m,z_m,qx,qy,qz,qw,vx_m_s,vy_m_s,vz_m_s,wx_rad_s,wy_rad_s,wz_rad_s,mesh_z_min_m,mesh_z_max_m,mesh_z_span_m,mesh_xy_radius_m
0.0,0,object_a,0,1,rigid_box,-0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,0.57,0.0,0.0,0.0,0.0,0.0,,,,
0.0,0,object_b,1,1,rigid_box,0.38,0.0,0.39999999999999997,0.0,0.0,0.0,1.0,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,,,,
0.016666666666666666,1,object_a,0,1,rigid_box,-0.37050585478974046,-1.5594502478295772e-13,0.39999026434797835,8.298296530463918e-09,-2.6763480203721403e-08,-1.2151571647153247e-10,0.9999999999999996,0.5693384625042434,-1.0084647441122302e-11,-1.323430011412885e-10,1.6609565763819326e-10,6.262213870503191e-08,-1.460429014121545e-08,,,,
0.016666666666666666,1,object_b,1,1,rigid_box,0.3725044248151035,-1.9013402435935868e-13,0.39999026441311153,8.012033077117052e-09,-2.6821087301182592e-08,1.1927226260072456e-10,0.9999999999999996,-0.44949991703294795,-1.2271064949315992e-11,1.2955043635076713e-10,2.0597406821021382e-10,-6.153572676409742e-08,1.4286633113322528e-08,,,,
0.03333333333333333,2,object_a,0,1,rigid_box,-0.3610227307146288,-3.241238419010273e-13,0.399990264345779,8.299684569006668e-09,-2.62416551319509e-08,-2.434418259274322e-10,0.9999999999999997,0.5686778698741486,-1.0096055699210439e-11,-1.3164943961363473e-10,1.6697905397934728e-10,6.261625286778382e-08,-1.4654789433650485e-08,,,,
0.03333333333333333,2,object_b,1,1,rigid_box,0.36501718260144433,-3.9427428281624013e-13,0.3999902644152763,8.013746655109317e-09,-2.7333910755015923e-08,2.3810885911115453e-10,0.9999999999999996,-0.44900046905489127,-1.2228380910083204e-11,1.3021469839891164e-10,2.0532375236351384e-10,-6.154154486406933e-08,1.423720921556046e-08,,,,
0.05,3,object_a,0,1,rigid_box,-0.35155060818517103,-4.924905641140971e-13,0.399990264343591,8.301079965846302e-09,-2.5719878942724822e-08,-3.6578797805709055e-10,0.9999999999999997,0.5680182179148403,-1.010721191451582e-11,-1.3094214774966861e-10,1.6786169831177054e-10,6.261040451939316e-08,-1.4705111491997429e-08,,,,
0.05,3,object_b,1,1,rigid_box,0.3575382589268585,-5.977003138069405e-13,0.3999902644174523,8.015454792646363e-09,-2.7846782856272897e-08,3.56532820085809e-10,0.9999999999999996,-0.44850165268105435,-1.218537734836155e-11,1.308980424052919e-10,2.0466865747252092e-10,-6.15473998699583e-08,1.4187611430142354e-08,,,,
0.06666666666666667,4,object_a,0,1,rigid_box,-0.34208947154051855,-6.610409965379079e-13,0.3999902643414142,8.302482714705162e-09,-2.519815132453533e-08,-4.885526969057984e-10,0.9999999999999997,0.5673595047073824,-1.0118116745284051e-11,-1.303012316100638e-10,1.6874358793047038e-10,6.260459345298714e-08,-1.4755256570383873e-08,,,,
0.06666666666666667,4,object_b,1,1,rigid_box,0.35006764327461876,-8.004067772872428e-13,0.3999902644196395,8.017157449826692e-09,-2.8359703913389556e-08,4.745426955573811e-10,0.9999999999999996,-0.4480034667813308,-1.2142052606803238e-11,1.3153579440927654e-10,2.040087665165372e-10,-6.155329198369658e-08,1.4137839543102839e-08,,,,
